"w_i","x_i","y_i"
2.42585875196803,-3.75043971772574,-3.75043971772574
1.9761939407223,-2.36675941073454,-3.75043971772574
1.82531758468837,-1.15440539473997,-3.75043971772574
1.78473864486254,-1.49876422821166e-16,-3.75043971772574
1.82531758468837,1.15440539473997,-3.75043971772574
1.97619394072231,2.36675941073454,-3.75043971772574
2.42585875196803,3.75043971772574,-3.75043971772574
1.9761939407223,-3.75043971772574,-2.36675941073454
1.60988041376245,-2.36675941073454,-2.36675941073454
1.48697097381644,-1.15440539473997,-2.36675941073454
1.45391387395863,-1.49876422821166e-16,-2.36675941073454
1.48697097381644,1.15440539473997,-2.36675941073454
1.60988041376245,2.36675941073454,-2.36675941073454
1.9761939407223,3.75043971772574,-2.36675941073454
1.82531758468837,-3.75043971772574,-1.15440539473997
1.48697097381644,-2.36675941073454,-1.15440539473997
1.37344529324702,-1.15440539473997,-1.15440539473997
1.3429120017386,-1.49876422821166e-16,-1.15440539473997
1.37344529324702,1.15440539473997,-1.15440539473997
1.48697097381644,2.36675941073454,-1.15440539473997
1.82531758468837,3.75043971772574,-1.15440539473997
1.78473864486254,-3.75043971772574,-1.49876422821166e-16
1.45391387395863,-2.36675941073454,-1.49876422821166e-16
1.3429120017386,-1.15440539473997,-1.49876422821166e-16
1.31305750092896,-1.49876422821166e-16,-1.49876422821166e-16
1.3429120017386,1.15440539473997,-1.49876422821166e-16
1.45391387395864,2.36675941073454,-1.49876422821166e-16
1.78473864486254,3.75043971772574,-1.49876422821166e-16
1.82531758468837,-3.75043971772574,1.15440539473997
1.48697097381644,-2.36675941073454,1.15440539473997
1.37344529324702,-1.15440539473997,1.15440539473997
1.3429120017386,-1.49876422821166e-16,1.15440539473997
1.37344529324702,1.15440539473997,1.15440539473997
1.48697097381644,2.36675941073454,1.15440539473997
1.82531758468837,3.75043971772574,1.15440539473997
1.97619394072231,-3.75043971772574,2.36675941073454
1.60988041376245,-2.36675941073454,2.36675941073454
1.48697097381644,-1.15440539473997,2.36675941073454
1.45391387395864,-1.49876422821166e-16,2.36675941073454
1.48697097381644,1.15440539473997,2.36675941073454
1.60988041376245,2.36675941073454,2.36675941073454
1.97619394072231,3.75043971772574,2.36675941073454
2.42585875196803,-3.75043971772574,3.75043971772574
1.9761939407223,-2.36675941073454,3.75043971772574
1.82531758468837,-1.15440539473997,3.75043971772574
1.78473864486254,-1.49876422821166e-16,3.75043971772574
1.82531758468837,1.15440539473997,3.75043971772574
1.97619394072231,2.36675941073454,3.75043971772574
2.42585875196803,3.75043971772574,3.75043971772574
